1.213659450716164656e-10,4.082919835557419219e-10,1.578924990752739177e-09,4.554904897702272137e-09,1.784137637628191442e-08,5.269409797392654582e-08,1.451326312462697388e-07,5.044117870056652464e-07,1.421106617272016592e-06,4.690853984357090667e-06,1.492219416832085699e-05,4.772497413796372712e-05,1.541304227430373430e-04,4.976833006367087364e-04,2.161325654014945030e-03,4.159831106662750244e-01,4.851168394088745117e-01,5.181787610054016113e-01,5.647726655006408691e-01,5.973479151725769043e-01,6.196792721748352051e-01,6.536259651184082031e-01,6.700452566146850586e-01,7.023849487304687500e-01,7.219211459159851074e-01,7.420604228973388672e-01,7.620631456375122070e-01,7.634356021881103516e-01,7.946852445602416992e-01,8.107216954231262207e-01,8.265712857246398926e-01,8.431566357612609863e-01,8.563271760940551758e-01,8.771235942840576172e-01,8.898149728775024414e-01,9.038194417953491211e-01,9.270597696304321289e-01,9.414423108100891113e-01,9.586464762687683105e-01,9.742377400398254395e-01,9.865645766258239746e-01
1.273390459743950487e-08,3.148978322542461683e-08,9.339728279655901133e-08,2.422541740543238120e-07,5.200060968491015956e-07,1.060295517163467593e-06,3.254812554587260820e-06,7.813155207259114832e-06,2.078658508253283799e-05,5.389186117099598050e-05,1.392946287523955107e-04,3.713564074132591486e-04,9.605557424947619438e-04,2.530674682930111885e-03,3.017814457416534424e-01,4.491235017776489258e-01,5.082972645759582520e-01,5.360399484634399414e-01,5.669755339622497559e-01,6.013363599777221680e-01,6.209592819213867188e-01,6.428418159484863281e-01,6.689940690994262695e-01,6.912490129470825195e-01,7.142938971519470215e-01,7.301084995269775391e-01,7.478450536727905273e-01,7.628312110900878906e-01,7.823731303215026855e-01,7.943436503410339355e-01,8.194403052330017090e-01,8.355724215507507324e-01,8.522364497184753418e-01,8.708388805389404297e-01,8.855425119400024414e-01,9.016766548156738281e-01,9.181410074234008789e-01,9.342164993286132812e-01,9.497575759887695312e-01,9.649397730827331543e-01,9.774800539016723633e-01
2.341870697364356602e-07,5.584574864769820124e-07,1.129795350607309956e-06,2.764742930594366044e-06,5.354888799047330394e-06,1.251988214789889753e-05,2.666891850822139531e-05,6.222209776751697063e-05,1.175950164906680584e-04,3.008416388183832169e-04,6.124208448454737663e-04,1.401962130330502987e-03,3.361691255122423172e-03,1.018094271421432495e-02,3.680310845375061035e-01,4.595810770988464355e-01,4.914965927600860596e-01,5.323605537414550781e-01,5.621663928031921387e-01,5.940901637077331543e-01,6.188876628875732422e-01,6.449973583221435547e-01,6.639274954795837402e-01,7.027811408042907715e-01,7.100578546524047852e-01,7.317334413528442383e-01,7.441807985305786133e-01,7.647657394409179688e-01,7.827399373054504395e-01,7.984722852706909180e-01,8.131527304649353027e-01,8.307287096977233887e-01,8.469595909118652344e-01,8.637356758117675781e-01,8.825218081474304199e-01,8.963397741317749023e-01,9.131672978401184082e-01,9.276280403137207031e-01,9.416878819465637207e-01,9.562098383903503418e-01,9.693452119827270508e-01
1.740680659167992417e-06,5.264758328848984092e-06,8.375823199457954615e-06,1.625992081244476140e-05,3.256496711401268840e-05,5.899665484321303666e-05,1.237877004314213991e-04,2.464021963533014059e-04,4.674879892263561487e-04,9.200157364830374718e-04,1.872644294053316116e-03,3.799204481765627861e-03,9.009920060634613037e-03,2.908536791801452637e-01,3.997501730918884277e-01,4.600355029106140137e-01,5.003663897514343262e-01,5.335772037506103516e-01,5.628362894058227539e-01,5.920339822769165039e-01,6.158646345138549805e-01,6.407077908515930176e-01,6.631267070770263672e-01,6.848903894424438477e-01,7.038766145706176758e-01,7.237433195114135742e-01,7.420613169670104980e-01,7.586957216262817383e-01,7.770944237709045410e-01,7.937321662902832031e-01,8.122237920761108398e-01,8.258922100067138672e-01,8.433857560157775879e-01,8.569717407226562500e-01,8.752300143241882324e-01,8.903400301933288574e-01,9.061993360519409180e-01,9.199162125587463379e-01,9.353118538856506348e-01,9.485148191452026367e-01,9.610544443130493164e-01
1.217539011122426018e-05,2.325147579540498555e-05,3.694199040182866156e-05,5.905883153900504112e-05,1.115804916480556130e-04,2.151184307876974344e-04,3.793780342675745487e-04,7.306056795641779900e-04,1.245277817361056805e-03,2.260109176859259605e-03,4.486313555389642715e-03,8.774347603321075439e-03,2.379531972110271454e-02,3.543936312198638916e-01,4.193440675735473633e-01,4.507040083408355713e-01,4.983006119728088379e-01,5.347746014595031738e-01,5.597696304321289062e-01,5.873312950134277344e-01,6.088172793388366699e-01,6.375799179077148438e-01,6.582511663436889648e-01,6.792039275169372559e-01,7.009068131446838379e-01,7.220269441604614258e-01,7.383235692977905273e-01,7.554837465286254883e-01,7.738878726959228516e-01,7.912323474884033203e-01,8.070766925811767578e-01,8.235098123550415039e-01,8.394374847412109375e-01,8.539661169052124023e-01,8.701843023300170898e-01,8.836118578910827637e-01,9.006187915802001953e-01,9.136894941329956055e-01,9.276034832000732422e-01,9.411115646362304688e-01,9.531958103179931641e-01
4.646258821594528854e-05,7.340708543779328465e-05,1.218480829265899956e-04,1.888805709313601255e-04,3.590307896956801414e-04,5.077555542811751366e-04,9.700948721729218960e-04,1.623283955268561840e-03,2.738603623583912849e-03,4.654585849493741989e-03,8.642449975013732910e-03,1.787341386079788208e-02,2.132658213376998901e-01,3.634302616119384766e-01,4.210681915283203125e-01,4.696101844310760498e-01,4.981891214847564697e-01,5.317884683609008789e-01,5.645309686660766602e-01,5.829789042472839355e-01,6.118029356002807617e-01,6.339380741119384766e-01,6.565490961074829102e-01,6.761989593505859375e-01,7.007682323455810547e-01,7.149808406829833984e-01,7.349055409431457520e-01,7.510418891906738281e-01,7.697163224220275879e-01,7.855188846588134766e-01,8.023540377616882324e-01,8.178353905677795410e-01,8.356752395629882812e-01,8.497397899627685547e-01,8.647156357765197754e-01,8.785991668701171875e-01,8.939112424850463867e-01,9.075787663459777832e-01,9.214380383491516113e-01,9.342823028564453125e-01,9.466831684112548828e-01
1.243871956830844283e-04,1.615504297660663724e-04,2.769844140857458115e-04,4.771026433445513248e-04,7.432167767547070980e-04,1.102434005588293076e-03,1.948557794094085693e-03,3.286723047494888306e-03,5.149521864950656891e-03,8.978257887065410614e-03,1.669050753116607666e-02,4.112372919917106628e-02,2.986364066600799561e-01,3.714845776557922363e-01,4.276199340820312500e-01,4.669761657714843750e-01,4.931313395500183105e-01,5.320656895637512207e-01,5.564101338386535645e-01,5.830297470092773438e-01,6.049751043319702148e-01,6.316109299659729004e-01,6.532000899314880371e-01,6.760481595993041992e-01,6.925768852233886719e-01,7.128590941429138184e-01,7.296748161315917969e-01,7.471509575843811035e-01,7.650058865547180176e-01,7.808359861373901367e-01,7.971833944320678711e-01,8.146883249282836914e-01,8.283406496047973633e-01,8.441960215568542480e-01,8.583128452301025391e-01,8.740381002426147461e-01,8.879650235176086426e-01,9.013110399246215820e-01,9.152648448944091797e-01,9.277143478393554688e-01,9.405034780502319336e-01
2.577183186076581478e-04,3.883579629473388195e-04,5.916537484154105186e-04,9.769888129085302353e-04,1.407374860718846321e-03,2.187193138524889946e-03,3.809404559433460236e-03,5.470770876854658127e-03,9.175314567983150482e-03,1.463951542973518372e-02,2.963865175843238831e-02,1.355821341276168823e-01,3.286881446838378906e-01,3.887112438678741455e-01,4.325945377349853516e-01,4.692955613136291504e-01,4.992556869983673096e-01,5.312638282775878906e-01,5.569906234741210938e-01,5.826437473297119141e-01,6.059457063674926758e-01,6.187432408332824707e-01,6.517563462257385254e-01,6.704884767532348633e-01,6.880412697792053223e-01,7.076892852783203125e-01,7.277681827545166016e-01,7.439360618591308594e-01,7.605305910110473633e-01,7.770025134086608887e-01,7.939993143081665039e-01,8.095477819442749023e-01,8.251198530197143555e-01,8.396728634834289551e-01,8.540978431701660156e-01,8.685716390609741211e-01,8.824486732482910156e-01,8.961032629013061523e-01,9.092650413513183594e-01,9.215619564056396484e-01,9.333041310310363770e-01
5.216524004936218262e-04,7.884454680606722832e-04,1.190538634546101093e-03,1.643813913688063622e-03,2.552189165726304054e-03,3.778111888095736504e-03,5.877250805497169495e-03,8.955331519246101379e-03,1.478991564363241196e-02,2.464268356561660767e-02,5.536828935146331787e-02,2.074716687202453613e-01,3.246217966079711914e-01,3.861422538757324219e-01,4.303900599479675293e-01,4.661457240581512451e-01,4.982487559318542480e-01,5.295449495315551758e-01,5.546107888221740723e-01,5.797540545463562012e-01,6.046963334083557129e-01,6.259801983833312988e-01,6.460891962051391602e-01,6.667771339416503906e-01,6.863086223602294922e-01,7.047618627548217773e-01,7.239266037940979004e-01,7.400864362716674805e-01,7.564147710800170898e-01,7.748437523841857910e-01,7.895258665084838867e-01,8.059524297714233398e-01,8.205156922340393066e-01,8.355004787445068359e-01,8.483108282089233398e-01,8.633971214294433594e-01,8.777469396591186523e-01,8.904880285263061523e-01,9.030975103378295898e-01,9.158760309219360352e-01,9.280121922492980957e-01
9.187564719468355179e-04,1.430364325642585754e-03,1.771811279468238354e-03,2.991856075823307037e-03,3.849352244287729263e-03,6.054196506738662720e-03,9.004523046314716339e-03,1.368978340178728104e-02,2.186461910605430603e-02,3.943197056651115417e-02,9.527963399887084961e-02,2.492431104183197021e-01,3.385421037673950195e-01,3.886446654796600342e-01,4.318301379680633545e-01,4.682195186614990234e-01,4.997391998767852783e-01,5.262932181358337402e-01,5.546802282333374023e-01,5.751720666885375977e-01,5.985991358757019043e-01,6.220448613166809082e-01,6.437922120094299316e-01,6.621744632720947266e-01,6.827375292778015137e-01,6.998738646507263184e-01,7.172714471817016602e-01,7.368844747543334961e-01,7.533641457557678223e-01,7.689985632896423340e-01,7.856007814407348633e-01,8.008515834808349609e-01,8.162454366683959961e-01,8.306928873062133789e-01,8.453662991523742676e-01,8.584805727005004883e-01,8.720928430557250977e-01,8.844786882400512695e-01,8.986568450927734375e-01,9.106566905975341797e-01,9.219199419021606445e-01
